0,20,12,21,29,46,54,74,82,85,85,91,96,95,99,98,98,100,98,100,
0,0,0,11,3,4,9,16,32,44,59,69,75,86,90,97,95,98,100,99,
0,0,0,0,0,3,0,3,11,15,37,47,61,79,85,92,93,95,98,98,
0,0,0,0,0,0,0,3,0,7,11,18,37,51,66,72,84,87,95,91,
0,0,0,0,0,0,0,0,0,0,0,1,8,12,21,33,48,51,61,68,
0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,17,31,42,51,66,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,11,18,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,13,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
