0,0.767494,1.12986,1.181,1.20515,1.20856,1.21017,1.2104,1.2105,1.21052,1.21052,1.21053,1.21053,1.21053
0,1.8228,1.67022,1.79169,1.78153,1.78962,1.78894,1.78948,1.78944,1.78947,1.78947,1.78947,1.78947,1.78947
